// Reference=MNI
// Fuentes-Claramonte, 2020
// Subjects=23
2	-52	28
-16	58	32
-44	-60	24
-48	-6	-40
50	4	-34
56	-22	-14

// Furuichi, 2019
// Subjects=13
-22.35	-97.54	5.45
5.83	27.96	37.37
-34.82	-54.52	52.95
-2.21	-45.64	-14.6
39.81	22.55	-10.86
-62.41	-44.73	9.87
46.64	25.17	16.78


// Makowski, 2016
// Subjects=15
14	-90	-38
36	-86	-36
64	-20	40
4	32	-10
-4	36	-10
-4	22	-12
-28	56	24
-20	50	24
-48	28	-16

// Makowski, 2016
// Subjects=15
-40	30	0
-30	22	-14

// Makowski, 2016
// Subjects=15
-8	-8	34
42	22	-18
-40	4	36
-54	20	20
56	14	10
56	-20	36
12	-54	14
-6	-56	8
-8	-54	10
-38	-64	32
32	-68	-10
48	-20	38
60	-12	40
-46	30	-16
-46	18	-12
-40	-66	34
-44	0	36
-40	12	34

// Murphy,2010
// Subjects=11
-8	-60	24
-26	32	52
-6	58	14
-6	58	-2

// Pauly, 2013
// Subjects=13
-13	46	46
-46	30	-17
-3	-56	30
-10	-59	-3

// Pauly, 2013
// Subjects=13
-10	53	16
23	36	20
43	30	20	
46	-7	46
-10	-89	33

// Zhang, 2015
// Subjects=17
0 	-44 	28
-10 	-58 	32
-2 	60 	14
-22 	60 	20
-8 	48	 2
2 	-18 	36
24 	42 	46
-52 	-66 	36
-12 	28 	56
56 	-62 	34
-2	60	14
-8	62	26
-22 	54 	32
-6 	-54 	32
2 	-50 	30
8 	-70 	40
-44	-58 	26
-38 	-54 	32

// Jimenez, 2018
// Subjects=20
-30	-86	22
-4	12	54
26	0	44
42	36	24
-6	8	54
-10	-14	8
30	0	48
34	20	4
-6	6	54
-8	-16	10
30	2	50

// Vinogradov, 2008
// Subjects=8
20	11	-6
0	-37	39

// Blackwood, 2004
// Subjects=8
-.97	-45.55	-2.3
54.78	21.47	-23.33
-51.14	25.14	-24.13

// Sarsam, 2013
// Subjects=13
-1	31	40
-4	36	11
-42	29	7

// Bluhm, 2012
// Subjects=20
-10	60	22
4	-54	6

// McAdams, 2016
// Subjects=18
-12	-92	0
62	-24	34
-38	0	-10
42	12	-14
-38	-68	-10
34	-76	-10
