// Reference=Talairach
// Blair, 2008: the group × Referential Target × Valence Interaction (All, 15 females) 
// Subjects=34
18	49	33
16	35	48
-26	35	38
27	-9	61
-13	3	44
-23	-3	-22
24	-2	-22
-17	-23	54
-41	-23	50
9	-51	54
-9	-51	53

// Blair, 2008: Moderated by referential target: self>other (All,, GSP>other, 15 females) 
// Standardized name for contrast: self>stranger
// Subjects=34
-41	22	17
 50	25	23
-20	36	25
-35	-3	47
-44	-43	9
 45	-21	-5
49	2	-10
-60	-57	33
-28	-56	-1
28	-73	-9

// Blair, 2008: Moderated by valence: Negative=neutral>positive (All, 15 females) 
// Subjects=34
-42	15	24
-28	-6	-28
-50	-1	-3

// Blair, 2008: Moderated by valence: Negative>neutral>positive (All, 15 females) 
// Subjects=34
-37	-66	-19
-43	-32	-1

// Blair, 2008: self>other (GSP>HC) 
// Standardized name for contrast: self>stranger
// Subjects=34
-27	76	13
44	38	41
19	-21	-12
18	49	33
-26	35	38

// Blair, 2008: Group × valence interaction (All, 15 females) 
// Subjects=34
-22	28	0
-30	5	41
-20	-50	28
-25	-27	-8
40	-68	-17
-11	-29	5
37	-47	26
18	-48	30
42	-77	4

// Blair, 2008: referential target × valence interaction (All, 15 females) 
// Subjects=34
16	-2	57
-32	41	23
25	48	23
-56	4	14
14	-40	59
-54	-48	21
65	-35	36
